,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__AL158166.1,-0.010977120197041373,0.18772219761501685,0.1618301242330513,0.5495917232925475,0.10682700176852652,0.021893406295195355,0.0460082526734846,-0.35564298667873656,0.7023679145084156,-0.004735652987828533
RNA__AL158206.1,0.20953284865445795,0.22408207530373705,-0.19397358656664643,-0.13312232780420424,-0.5187351647138679,-0.6727796188761742,-0.18269758953513163,-0.0009120960591998948,-0.5190305737235287,0.0032975368984100232
RNA__AL158211.1,0.3324009028835773,-0.09064659557447681,0.03501937647927946,-0.06817487580700224,-0.10491265576813359,0.02976864337797377,-0.2735749539816651,0.8093355718332855,-0.4086812054606296,0.00466942633019843
RNA__AL158212.2,0.15545865279253207,-0.01762476935941045,-0.04822057559383175,-0.592375902785365,0.012907030886998285,-0.03744404625736312,0.15980447941773915,0.20238351896325135,-0.2635179651718722,2.1851241390861975e-05
RNA__AL158212.3,0.3128657063845779,0.4523469091328403,0.07651991086643596,-0.3586298210049531,0.08829126583004988,-0.1813153966728838,0.14455685006538868,-0.028454413289907526,-0.3223405897118814,0.0015375905387792028
RNA__AL158827.2,0.08058442258787572,0.25488140350558686,0.029036183164435177,-0.38127204431836,-0.01040864974198386,0.024033062485690464,0.2788728406162455,-0.11460679284138446,-0.26370143146200514,-0.0032661084600903926
RNA__AL159169.2,-0.07135916185446806,0.5159966448693382,-0.2416627712265078,-0.1164534180525362,-0.09224672120583999,0.03935718549697813,-0.41887003308341036,-0.24431909331957807,-0.575472087213219,0.00022521321859598513
RNA__AL159169.3,0.06399739699673719,-0.005303926710534806,-0.10056840254107953,-0.32736513659189137,-0.03791086506974559,-0.2763076656609692,-0.39668758992906455,0.1360702900173869,-0.678440046608526,0.005770173199912676
RNA__AL160006.1,0.09037623798263625,0.3290682109871601,-0.01702239027531455,-0.651610566110209,0.17315720340567686,-0.14418911417928856,0.08586738977545959,0.04648764415804787,-0.3567220208252265,0.006048483591258418
RNA__AL160272.2,0.09180391550667691,0.5529557013043505,0.2630338829845521,0.6257962909796517,-0.08719994251764573,0.016448425537815444,0.22192110735135198,-0.5695700709346835,0.22547785695492448,-0.00498361983248553
RNA__AL160408.3,-0.06513655675598358,0.11723488357145752,-0.39707761240268913,-0.20821667740909686,-4.8987572367410483e-05,0.46568251685081424,0.064946141825595,-0.13001661301139347,-0.24873876405802034,0.0013995319146962292
RNA__AL161669.3,0.15469398544753715,-0.03605503727778556,0.07267556785448852,-0.3962317726625129,-0.09389063207252289,0.03739440926254626,-0.05115019657930111,0.39496819776993036,-0.7809924587985546,-0.002666016071308519
RNA__AL161772.1,0.4101011665690629,0.0714982334717044,0.00634883232065648,-0.06316415894936189,-0.18419099942931375,-0.061611253849120466,0.04488483874562656,0.08819539501636028,0.8230537806395315,0.0009242299884541581
RNA__AL161785.1,0.243416831846647,0.13230729168030647,-0.35227452173964446,-0.003016702924539308,0.11241265607475928,0.5550842568879739,-0.3212648771242548,-0.13686367488782514,0.20938100394562578,-0.0038699787633309705
RNA__AL161909.1,0.24122969614788015,0.007571165973348949,0.1675421874396038,-0.34070747197518975,-0.33454519765643054,-0.0581322859945917,-0.9324320894526537,-0.0867034476224265,0.057236674990901126,0.0035605511986777365
RNA__AL161935.3,0.15711129645406163,0.0611215482821868,-0.0808101872048749,-0.1441247878462464,0.15068710002008345,0.06656003147690513,-0.1038133859601172,0.09154156272217988,-0.3392967224292953,-0.003019296657417254
RNA__AL162151.2,-0.10768809860757919,0.312801741657291,-0.15850377124491852,-0.07440898369888573,-0.10625682232082449,-0.01017226304235046,-0.9241768924557486,-0.1974342112400475,-0.14457492193815968,0.002485069794612773
RNA__AL162274.2,0.24761432281112997,-0.05803928876457916,0.050965711538292845,-0.3435706939393144,0.09678063405103428,-0.13963801640929982,0.15220848419020816,0.3683932252959926,-0.07733715288728009,-0.0029293864428546522
RNA__AL162377.1,0.27019974558534826,-0.0018929445688310503,0.028066011488035822,-0.45664320827398047,-0.15273763882944008,-0.18087264856941462,-0.0753932387060609,0.6834342296257868,0.32511167427426974,-0.00219770117278801
RNA__AL162377.3,0.34338703909553614,0.02054327178303025,-0.43967571228003516,-0.550991166950568,-0.3023320723564538,-0.3102901669101168,-0.46829027070262036,-0.0187388474803975,0.1360052916854854,-0.0029072784309115175
RNA__AL162426.1,0.23941621713885516,-0.14964410325974084,0.21349065311781198,-0.6558193932818283,-0.04939786966449697,-0.06488380601282105,0.15818631634837485,-0.4489052942465602,0.7675283175973882,-0.001205197099677022
RNA__AL162431.2,-0.1395522212657405,0.2414995783416086,-0.20913782467938713,0.035320459271491175,0.17555981539100265,0.5556793413237473,-0.3846149426686287,-0.1583402139527507,-0.13195150817838294,0.0034571204155658523
RNA__AL162431.3,-0.24695485811062629,0.2885386802990288,-0.33773793524843415,0.028916194172045363,0.1081119019268934,0.12687084729794892,-0.4399006904532708,-0.5052233131289736,0.11137375531702405,-6.67818129105834e-05
RNA__AL162595.1,-0.26844488729756527,0.2692400328740108,-0.3084503455223012,-0.05928892390983948,0.14369590653850536,0.298929125270355,-0.15695136503030166,-0.0038001705075867247,-0.22990277276082483,-0.0014915777350063629
RNA__AL163051.1,-0.12555460705423643,-0.14512840540080246,0.07021361479983017,-0.4931748823705092,-0.31364694761666767,-0.07168470242410059,-0.0749379930746438,0.14894039163357936,0.6650741746228924,-0.0018876842966556995
RNA__AL163051.2,-0.008322404541329818,0.3493838724265068,-0.1478820771740856,-0.15588360887315253,-0.32698843592146565,-0.08094312233894527,-0.5201696962518747,-0.04631780295693784,-0.5261398893000123,0.0012983465029636533
RNA__AL352979.2,0.22035165796050413,-0.18174375492247186,-0.011266579193476105,-0.4832422666419758,0.12068437122214563,0.12497089191140039,-0.36694409399750955,0.3287105225410704,-0.48356305063868593,0.0018438768662767896
RNA__AL353608.3,0.4125775968314119,0.26134795715168135,-0.16669206856839733,-0.23985851620790982,-0.446678080759725,0.22808541785486847,0.20839031694251803,0.060874070621707965,0.18768305749232914,0.008801684678147204
RNA__AL353804.1,0.15402455614378077,0.33965490022703265,-0.20965399428256443,-0.10348320583990404,0.039883003610004186,-0.03726126965100907,-0.03922689829552075,0.028543250645633816,-0.18637113012495282,-0.003486153430587957
RNA__AL353807.4,-0.1414472042841544,0.2769937850467756,-0.20164972629293704,-0.5618061759658273,0.08167318771901258,0.14457139902770708,0.002769705848304747,-0.28956837026356863,-0.5293495354210942,-0.002723905712069302
RNA__AL354714.3,0.38654316168848923,-0.098708213643637,-0.13855076893815685,-0.2540167750084743,-0.01167337986036691,-0.03164928869014237,0.3357081766577936,0.39071154969896804,0.5022526242477645,-0.003502085053911056
RNA__AL354718.1,-0.13872149591763597,0.19491804291403905,-0.18254090271525614,-0.054031886595082755,-0.22595168704317944,-0.037464048552388385,0.4415117293272524,0.01648128460900149,0.2528424580354591,-0.00045735452936579863
RNA__AL354733.3,-0.21981958379001057,0.442606298688997,-0.031771637820776286,0.002047400760086059,0.07541617690959798,-0.11768509772272376,0.4704033990756241,-0.5088889384956805,-0.3180981883691803,-0.004814948040185515
RNA__AL354740.1,0.09916553659610766,-0.21328098275923257,-0.07479386438661563,-0.09830615001425151,0.1348129433583421,-0.010634024928781087,-0.279090236863327,0.06094264122150643,0.13385843857957902,0.00027358715911939734
RNA__AL354811.1,-0.1919767768089868,-0.0446917346632289,0.24423951167711172,0.39739291211345895,-0.19563799335918278,0.011905180935742424,0.09496936296914833,-0.0650207408967809,-0.29911578650528303,-0.009692479649107416
RNA__AL354892.3,0.12460527606431726,0.34829212008528754,-0.1363498322807434,-0.6520745692706156,0.12712443814812005,0.055759981000521014,-0.172459601119115,-0.19233842804649554,-1.066415359987489,-0.006458779397758267
RNA__AL354893.1,0.2702398480600919,0.07586418612427336,-0.06185769391067654,-0.5521401907608505,-0.0976204264895095,0.02984014764848736,0.39260558135650037,0.4818886661048748,-0.518395748971293,-0.0010121352118046812
RNA__AL354920.1,-0.08107179076568333,-0.028333532055381448,-0.3520092579920476,-0.13319568065514856,-0.11481884034887439,-0.07381983906784519,-0.405498269037159,0.033644124773067545,0.12155197209104854,-0.0032929548974141055
RNA__AL355001.2,0.20503082267465567,-0.15493705714235853,0.13154664813453504,-0.42041748195917983,0.110375486177311,-0.45592533407783087,0.40673693653587517,0.0453729076177768,0.33339218788775055,0.00752826800676369
RNA__AL355075.4,-0.025786716533148745,-0.09785547320436737,-0.09671837356822345,0.17900810633108472,-0.03479431879104366,0.004579051227124076,0.20183021952183533,0.17730695062915827,-0.15408883945729693,0.0062376603349705035
RNA__AL355312.2,-0.11438755938359203,0.4329872862980599,-0.04180669987716535,0.3435699465871596,0.04213678613596952,0.18730121388415694,-0.18863843061775354,0.6752221867651371,-0.00875946092870343,-0.00294055538168793
RNA__AL355312.3,-0.16747202843650466,0.09600851973871992,0.1831016654491341,0.08634854418862331,-0.060038009269393705,-0.04449340698459445,-0.1505657063842073,0.2610908218033827,0.1601766607225097,-0.001352283474977386
RNA__AL355353.1,0.059077432994374214,-0.1809475441237107,-0.22990436265918784,-0.4482118007274865,-0.07291340303712159,-0.010003391280788339,-0.33189332095276647,0.6076734713165622,-0.07226850580362655,0.0034037846061988116
RNA__AL355472.1,0.15763481469088308,-0.1030722918353223,-0.04149866489496037,-0.7582888940441674,-0.0876790285563045,-0.4646483077517732,-0.05276210405496964,0.4376665925012511,-0.4011008819816843,0.007245898086523736
RNA__AL355488.1,-0.09028020996664478,0.31528621871847784,0.05541630916815172,-0.26567701320263215,-0.2025780308331363,0.0281654700544732,-0.5146261926412943,0.13109308736887396,-1.3107175491917447,-0.004597366062900622
RNA__AL355601.1,0.05477454810927494,-0.1949721710618366,0.04129600610742442,-0.30371369914229224,-0.13698608717684926,0.12609941791864748,0.3030055316127819,0.15202848683478462,0.45924619513817805,-0.00383734875475983
RNA__AL355796.1,-0.21042046478973442,-0.03800003507127405,-0.26062574527731663,-0.45805244805305445,-0.02134910344392796,0.09439449550472187,0.24175988438950607,0.08199389841088427,-0.6346690605508335,-0.006425368546587926
RNA__AL355802.2,0.007592748333942178,0.19283238479318127,0.07717327016385846,-0.3641514597507114,0.1402361774349335,-0.04484263055613562,-0.3860170643661714,0.07230625496488238,-0.19522795909828997,0.0024167882266306648
RNA__AL355974.2,0.3195784392558005,-0.016516950920130436,0.07379203566793563,0.04991150318969265,-0.22815575658131917,0.08434039239196245,0.35718465978714947,0.24407714858628352,0.41461580762782363,0.0025412363893353423
RNA__AL356056.2,0.36535472747923237,0.10222354660428014,-0.1011038955567507,-0.27830963223613703,0.29747847460761945,-0.0040136036458510715,0.022330636519049988,-0.3568874458537434,0.5989573696943188,0.0028297503659545893
RNA__AL356273.3,0.22722416704730364,0.46889334454603865,-0.1250083225379947,-0.10978704814186618,0.07855772156818111,0.010329741206962595,-0.10776237987914238,-0.1426031464265804,-0.04106004049395259,0.003929201327329898
RNA__AL356417.2,-0.2647625825981661,0.0005852724241988631,0.3525717441793692,0.17377166667336383,-0.11579140064886996,0.04990883894975152,0.0731921921732137,0.2964211771325679,-0.5876119146855734,0.014616771391607669
RNA__AL356481.1,0.37282238436154275,0.1089600561197126,0.005394401977740401,-0.5610390117592675,-0.11797444442962346,0.05453538689074572,0.14022557179336206,0.03701704782915603,-0.2279830779905382,-0.0048217095111699375
RNA__AL356512.1,0.17319622422706366,0.13844260061753313,-0.013586259652537723,-0.7903266504714322,0.05353565115393993,-0.21902717761574453,0.3344263405608135,0.6271873361944286,-0.08607892502468832,0.002854244290897871
RNA__AL356740.3,-0.2201123909241456,-0.03282283768612072,0.09341683831815296,-0.045104443444444905,0.05522608471825399,-0.1701350933094419,0.3023482853606324,0.027107161843610374,-0.6153307598347435,-0.004405003894999113
RNA__AL356801.1,-0.06751788246183328,0.37844733491520477,-0.3953351964509938,-0.08644079487809037,0.40597932519058527,0.016121267816970302,0.5144934713647027,-0.5290484895766829,-0.4840620376339617,0.0007082308537270859
RNA__AL357033.4,0.010135584149408058,0.16088302054111314,-0.4321608001434071,-0.2525908661309587,-0.006015378534798485,-0.1523195619940539,-0.010053172483721827,-0.17925710626878127,-0.004595706544297237,-0.005458676039833842
RNA__AL357054.4,0.30746776383068264,0.1828945246687101,0.17203751685228758,0.0020217663138563224,-0.21869296440822117,0.008238523848285401,0.07671816474015318,-0.027072992808433904,0.06719178399657204,0.0015421290819679651
RNA__AL357079.1,-0.14660762452928588,0.12686301841921038,0.03869856541955813,-0.468168788996438,0.10428375125662105,0.06551293371250234,0.08472155765033501,-0.33742399238156084,-0.33866287081532237,-0.003196201541875131
RNA__AL357093.2,0.17626947314225433,-0.15054940310311837,-0.06215874062586096,-0.39002240646924374,-0.41959959256355217,-0.02990561783938136,0.03579118014628771,-0.21276237924098726,0.842023419663959,-0.005423698741957351
RNA__AL358472.3,0.20044779379681033,-0.02916044278657715,0.2967643535716599,-0.4866674299994497,-0.05080394847619458,0.06868175234179047,-0.5545758041912731,0.3770513536615716,-0.33747745118678785,0.004872272132972482
RNA__AL358472.4,-0.16444987103672745,0.17753141557733546,0.2548801835053882,-0.20079180428023957,0.06085146881219109,0.12069883971719131,-0.02268735122554784,0.39530178620788636,-0.13770585809907915,0.00836873306098143
RNA__AL358777.1,-0.2824423653661985,0.36685825640673825,0.38781778056309263,0.11327230190170426,0.08336098486343177,-0.05768297916063201,-0.5764937483328609,0.9523843712610645,-0.28552896210222223,-0.008017092311208684
RNA__AL359091.4,0.30513918102906523,-0.031379416010631225,0.14628556869458603,-0.7736666186817466,-0.0992362486263172,-0.10131504976273009,0.0908682148340543,-0.02424146105848166,-0.23788786333244047,-0.008342495668861503
RNA__AL359091.5,0.23612345944484375,-0.20741796742632093,0.23537050325142328,0.06940320113851348,0.08509699993168228,-0.02781145763449599,0.18379112420786628,0.40125850518298994,-0.19720491901237833,0.0032556884195804898
RNA__AL359504.2,-0.0012547851579839979,0.13952750085257304,0.15966211127559266,-0.4889775099275642,-0.19883332337541554,-0.1559495915855378,0.3623320539812809,0.33488703617367555,-1.2086528065864832,-0.0039651727025227955
RNA__AL359513.1,-0.17540424801081084,-0.0024641171606678792,0.0010529012674376228,-0.47523086972735834,-0.11429660272187812,-0.2702749097255871,-0.0010795660028445726,-0.43287212290923477,-0.43542579827485617,0.001210097657208742
RNA__AL359715.1,0.1304906945933003,0.2718418151964407,-0.007360964477626992,-0.32335794907513676,0.08788897131762352,-0.7315800639637394,0.34022392724365524,0.6643231693486624,-0.9245856911828583,-0.0005861939067641171
RNA__AL359715.3,-0.12747014491454559,0.08472571015461848,-0.1698226249040406,0.199895386144883,-0.10286339188861637,-0.6843954938926582,-0.01876001230919089,-0.023293251825352357,-0.579045593049233,0.0005786179979601542
RNA__AL359715.4,-0.12632795061122817,0.24804950725003302,-0.15082527434856693,0.060147438948882734,0.03570933819325351,-0.41201202538005033,0.48133069659505057,0.04548648820819028,-0.5230607557848742,-0.0008027535084094713
RNA__AL359736.1,0.028201287329385948,0.42636275127012263,-0.055376379981759837,0.15832232035505495,-0.04318655228083512,-0.03684923813631617,0.3752231147465836,-0.6851818529668484,0.07770041138338654,0.002426393270248416
RNA__AL359752.1,0.3156347037152448,0.18384603716863437,0.10894077398076962,-0.17493738390952665,-0.14316558873749077,0.030297459237723652,-0.33720378938363166,0.17571123816836137,-0.13646972314288575,0.0026936580382938636
RNA__AL359762.1,0.23710385884001983,0.09431454735252019,0.10529448554415644,-0.049833111514250746,-0.050915009044458344,0.26897351611796355,-0.2565554913035367,-0.5800478814059254,1.1444308262022609,0.001105254995599284
RNA__AL359881.2,-0.06843352711653262,0.15834285296362202,-0.3215260509544383,-0.6344977766775982,0.14538855812394705,0.6138185468977948,0.14516411998039952,-0.05426564264999746,-0.4072719708187035,-0.0004215923674743987
RNA__AL359915.2,-0.08833204492671261,0.3726488554810083,0.03480306414762781,-0.10882698486720101,0.06490411487846118,0.06934332996011525,0.04636059047559803,0.018952483970069153,-0.14206350284957703,-0.0028971712028457155
